Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
1866,2208,,PONG SANG A::IRGC 29881-2,29881,,0,2,6,2,3,3,2,,,,080,,000,,,,3,,060,060,3,2,,5,,011,,054,,1,,3,2,010,,020,4,5,061,060,9,060,,,,,5
1867,2209,132251,HYB 5-2-1-1-4::IRGC 34283-2,34283,,0,2,3,2,2,2,2,,,,020,,000,,,,1,,060,060,1,1,,3,,011,3,020,1,7,,7,2,010,1,020,4,3,061,063,1,060,2,,2,1,5
1868,2210,127195,B 38::IRGC 34409-1,34409,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,054,2,9,,7,2,010,1,020,5,3,061,060,3,060,2,,2,3,5
1869,2211,132266,SADU::IRGC 34514-2,34514,,0,2,5,1,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,053,4,9,,5,1,010,1,020,5,3,061,063,3,060,2,,2,1,3
1870,2212,127775,SABRAN::IRGC 34630-1,34630,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,5,3,010,1,020,5,3,061,060,1,060,1,,2,1,3
1871,2213,127652,NATEL BORO::IRGC 34749-1,34749,1990WS,0,2,4,3,3,3,3,,,,020,,000,,,,3,,060,061,5,1,,3,,011,3,054,4,3,,5,3,070,1,020,4,1,061,060,3,041,2,060,2,3,5
1872,2214,127205,BAK TULSI::IRGC 34831-1,34831,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,080,080,3,1,,5,,084,3,020,2,7,,9,3,070,1,020,5,3,080,063,3,084,7,,2,1,5
1873,2215,127993,BENA JHUPI::IRGC 34850-2,34850,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,9,,7,2,070,1,020,4,3,061,060,3,060,3,,2,1,5
1874,2216,127224,BHUT MURI::IRGC 34861-1,34861,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,080,,100,,9,,9,2,070,,,4,3,080,063,9,060,,,,,5
1875,2217,127343,DUBRAJ::IRGC 34904-1,34904,,0,1,5,3,3,3,2,,,,087,,000,,,,3,,080,080,3,1,,5,,080,3,090,5,9,,7,2,070,1,020,4,3,080,085,5,041,3,,2,1,5
1876,2218,127473,KADA CHOPA::IRGC 34954-1,34954,,1,1,5,2,4,3,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,100,,9,,9,2,070,,,4,3,061,061,9,060,,,,,5
1877,2219,128170,SRAU KHSAI::IRGC 29896-2,29896,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,060,1,060,,,,,5
1878,2220,131997,KANAI BASHI::IRGC 34967-1,34967,,0,1,4,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,5,,7,2,070,1,020,4,3,061,060,5,060,3,,2,1,5
1879,2221,127547,LAL TAURA::IRGC 35017-1,35017,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,100,3,9,,7,3,070,1,020,5,3,061,060,3,060,3,,2,3,9
1880,2222,127583,M 142::IRGC 35054-1,35054,,1,1,6,3,3,3,2,,,,020,,020,,,,3,,060,061,5,1,,3,,011,3,020,3,9,,9,3,070,1,020,5,3,061,060,7,060,3,,2,1,7
1881,2223,127762,RANI BHOG::IRGC 35109-1,35109,,0,1,4,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,060,7,041,,,,,5
1882,2224,127776,SADA AUS::IRGC 35117-1,35117,,0,2,5,2,4,3,2,,,,080,,000,,,,3,,080,080,3,1,,5,,080,3,042,2,9,,9,2,070,1,020,4,3,080,085,3,080,5,,2,1,5
1883,2225,128009,CEMPO CINA::IRGC 35581-2,35581,,0,2,6,2,3,3,2,,,,080,,000,,,,2,,060,060,3,1,,5,,011,3,020,4,3,,9,2,010,1,020,3,3,061,060,3,060,3,,2,1,5
1884,2226,132311,KETAN LEMBAYUNGAN::IRGC 35745-2,35745,,9,2,5,2,4,3,3,,,,080,,080,,,,3,,060,060,3,2,,7,,011,3,042,3,7,,9,1,010,1,020,4,3,061,060,5,060,3,,2,1,5
1885,2227,128424,PAIZ AMBARBU::IRGC 36179-1,36179,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,3,,011,,054,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,5
1886,2228,127763,RANRUWAN::IRGC 36360-1,36360,,0,2,4,2,3,3,2,,,,070,,000,,,,3,,060,060,3,1,,3,,011,,054,,9,,9,3,070,,020,4,3,061,063,7,060,,,,,5
1887,2229,127817,SLO 19::IRGC 35157-1,35157,,0,1,4,2,4,3,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,7,2,070,1,020,4,3,061,060,3,084,3,,2,1,5
1888,2230,127997,BKN 7130-1017-2::IRGC 36531-2,36531,,0,1,5,2,3,3,3,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,9,3,010,1,020,4,3,061,060,4,041,4,,2,1,5
1889,2231,128040,GAHB AWY 2-1::IRGC 36549-2,36549,1993WS,0,2,6,2,4,3,3,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,054,4,5,,7,3,010,1,020,4,3,061,060,5,041,5,060,2,1,5
1890,2232,135760,KHAO PAH 8-5-38::IRGC 36587-3,36587,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,3,9,,9,3,010,1,020,5,3,061,063,4,060,3,,2,3,5
1891,2233,128344,KHAW KAR 13::IRGC 36711-1,36711,,0,1,5,2,4,3,2,,,,020,,000,,,,1,,060,061,1,1,,1,,011,3,054,1,9,,7,3,070,1,040,5,1,061,060,3,060,4,,2,3,5
1892,2234,132333,DICULA::IRGC 36729-2,36729,,9,2,5,2,3,3,2,,,,080,,070,,,,3,,084,061,3,1,,3,,011,3,020,2,5,,9,2,010,1,020,4,3,061,060,1,060,4,,2,1,9
1893,2235,127471,K 17-9-1-1::IRGC 36778-1,36778,,0,1,3,2,3,2,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,7,060,,,,,5
1894,2236,132425,K 78-13::IRGC 36794-2,36794,,0,1,3,2,2,2,2,,,,080,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,063,1,060,,,,,5
1895,2237,128176,SYNTHETIC SATIVA::IRGC 36842-2,36842,,0,2,3,2,3,2,1,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,042,,9,,9,3,010,,020,4,3,061,063,1,060,,,,,5
1896,2238,128002,BR 52-87-1::IRGC 36849-2,36849,1990WS,0,2,5,3,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,3,9,,7,3,010,1,020,4,1,061,063,1,041,1,060,2,1,7
1897,2239,135564,CHING HSI 15::IRGC 36852-1,36852,,0,1,2,2,3,2,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,5,9,,9,1,010,1,020,4,3,061,060,1,060,3,,2,1,5
1898,2240,127821,SONA AUS::IRGC 35160-1,35160,,0,2,4,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,042,,9,,9,3,055,,020,4,3,061,060,7,041,,,,,5
1899,2241,127920,4583::IRGC 36894-2,36894,,0,1,3,2,2,3,1,,,,010,,000,,,,3,,060,061,1,1,,3,,011,3,020,5,9,,7,1,010,1,020,5,3,061,060,1,060,3,,2,1,5
1900,2242,128044,GOCHIAGARI::IRGC 37086-2,37086,,0,1,6,2,4,3,2,,,,070,,000,,,,3,,060,080,3,1,,5,,011,3,020,4,9,,5,3,010,1,020,5,3,080,060,7,060,1,,2,3,5
1901,2243,128072,KARTIKHAMA::IRGC 37149-2,37149,1990WS,9,2,6,2,4,3,3,,,,020,,020,,,,3,,060,061,3,1,,3,,011,3,020,2,5,,9,3,070,1,020,4,1,061,060,3,041,2,060,2,1,9
1902,2244,128075,KAZALSAIL::IRGC 37161-2,37161,,0,2,6,2,4,3,3,,,,010,,000,,,,3,,060,061,3,1,,3,,011,3,100,4,5,,9,2,070,1,020,3,3,061,063,5,060,3,,2,1,5
1903,2245,128092,KUMRI::IRGC 37182-2,37182,,0,2,7,2,4,3,3,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,054,4,7,,5,3,070,1,020,5,3,061,060,9,060,2,,2,3,5
1904,2246,128126,PAIRJAT::IRGC 37252-2,37252,,0,2,4,2,4,4,3,,,,020,,000,,,,3,,084,080,3,1,,5,,011,3,020,4,7,,9,3,010,1,020,5,3,080,060,7,060,5,,2,3,5
1905,2247,128129,PARIJAT::IRGC 37272-2,37272,,1,2,6,2,4,3,2,,,,020,,020,,,,3,,060,061,9,1,,5,,011,3,052,4,7,,5,3,010,1,020,3,3,061,063,9,041,5,,2,1,4
1906,2248,135806,VADAI::IRGC 37341-3,37341,,0,2,7,2,4,3,3,,,,070,,000,,,,3,,084,080,3,1,,5,,011,3,020,4,7,,5,2,070,1,020,5,3,080,060,7,060,3,,2,1,5
1907,2249,127911,ZARBASAIL::IRGC 37346-1,37346,,0,1,5,2,3,3,3,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,020,4,9,,7,2,070,1,020,5,3,061,060,5,060,2,,2,3,5
1908,2250,128063,KADAMSAIL::IRGC 37468-2,37468,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,020,4,5,,7,3,070,1,020,5,3,061,060,7,060,5,,2,3,5
1909,2251,127831,SXC 216::IRGC 35175-1,35175,,0,1,3,2,2,2,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,5
1910,2252,132309,KALOBONA::IRGC 37478-2,37478,,0,2,6,2,4,3,3,,,,080,,000,,,,3,,084,080,3,1,,3,,011,3,052,4,5,,9,3,070,1,020,5,3,080,060,7,080,2,,2,3,5
1911,2253,127648,NARIKEL BADI::IRGC 37550-1,37550,,0,1,3,2,2,3,3,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,5,,5,3,070,1,020,4,3,061,060,5,041,4,,2,1,7
1912,2254,127799,SHITTA AMAN::IRGC 37596-1,37596,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,054,4,3,,5,3,070,1,020,5,3,061,060,5,060,5,,2,1,5
1913,2255,128082,KHAMA 1183::IRGC 37685-2,37685,,9,2,7,2,4,3,2,,,,020,,020,,,,3,,060,060,3,1,,5,,011,3,053,4,5,,5,3,070,1,020,4,3,061,060,7,060,5,,2,3,7
1914,2256,,LAL AMAN 207::IRGC 37754-1,37754,,0,1,5,2,2,2,3,,,,052,,000,,,,3,,060,061,3,1,,5,,011,3,082,2,3,,5,3,010,1,070,4,3,061,060,5,060,5,,2,1,5
1915,2257,127982,BADSHABHOG 4-60::IRGC 37793-2,37793,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,5,2,010,3,020,5,1,061,060,5,041,2,,2,1,5
1916,2258,127998,BLACK 28-564::IRGC 37815-2,37815,,0,1,6,2,4,3,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,100,5,9,,9,3,070,1,040,5,3,061,060,7,060,3,,2,3,5
1917,2259,128015,CHITRAJ 14-134::IRGC 37837-2,37837,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,052,4,9,,9,3,010,1,020,5,3,061,060,5,060,1,,2,3,5
1918,2260,128022,CYLINDRICAL 30-605::IRGC 37845-2,37845,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,081,080,3,1,,5,,084,3,020,4,9,,5,2,010,1,020,5,3,080,060,3,060,1,,2,1,5
1919,2261,127309,DELI POCONG::IRGC 35265-1,35265,,0,1,6,2,4,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,080,061,7,060,,,,,5
1920,2262,132308,DUDHSWAR 15-157::IRGC 37967-2,37967,,0,1,4,2,4,3,2,,,,020,,000,,,,3,,060,060,1,1,,3,,011,3,020,2,9,,3,2,010,1,020,2,3,061,060,1,060,2,,2,1,5
1921,2263,128122,OVAL RED 29 B 601::IRGC 38130-2,38130,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,060,061,1,1,,5,,011,3,053,4,9,,9,3,010,1,020,5,3,061,060,4,060,1,,2,3,5
1922,2264,128130,PATNAI 31-679::IRGC 38149-2,38149,,0,2,6,2,4,3,3,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,5,,7,3,051,1,020,5,3,061,060,4,060,3,,2,1,5
1923,2265,132265,SADAJIRA (DEEP STRAW) 16-194::IRGC 38251-2,38251,,0,1,6,2,3,3,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,042,4,9,,3,3,010,1,020,5,3,061,060,5,041,2,,2,3,5
1924,2266,128153,SADAJIRA 19-258::IRGC 38293-2,38293,,0,2,7,2,4,4,3,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,1,9,,7,1,010,1,020,5,3,061,060,5,060,1,,2,3,5
1925,2267,128154,SADAJIRA 19-317::IRGC 38344-2,38344,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,7,2,010,1,020,5,3,061,060,7,060,2,,2,1,5
1926,2268,128155,SADAJIRA 19-339::IRGC 38361-2,38361,,0,2,6,2,3,3,3,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,9,2,051,1,020,5,3,061,063,7,060,1,,2,1,5
1927,2269,128171,STRAW 23-428::IRGC 38416-2,38416,,0,1,4,2,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,3,020,4,9,,9,3,010,1,020,4,1,061,060,1,060,3,,2,1,1
1928,2270,128172,STRAW 23-438::IRGC 38426-2,38426,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,1,020,5,3,061,060,7,060,2,,2,1,5
1929,2271,135799,STRAW 23-471::IRGC 38456-3,38456,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,020,4,9,,7,2,051,1,020,5,3,061,060,7,060,3,,2,1,5
1930,2272,128152,RUJAK DANAN::IRGC 35446-2,35446,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,7,,7,1,010,1,020,5,3,061,060,7,060,5,,2,1,5
1931,2273,128442,R 146::IRGC 38606-1,38606,,0,2,4,2,3,2,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,9,,9,1,070,1,020,4,3,061,061,2,060,2,,1,1,7
1932,2274,127823,SPR 7284-57-5::IRGC 38649-1,38649,,0,1,3,3,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,9,,7,2,010,1,020,5,3,061,063,1,060,1,,2,1,5
1933,2275,127563,LIGUNGTUNG::IRGC 38786-1,38786,,0,2,4,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,053,2,9,,9,2,010,1,020,5,3,061,060,1,060,1,,2,3,5
1934,2276,128137,PINILING DANIEL::IRGC 38828-2,38828,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,020,2,9,,9,2,010,1,020,5,3,061,061,4,060,2,,2,3,5
1935,2278,127835,TAICHUNG SEN YU 214::IRGC 38899-1,38899,,0,1,2,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,1,,011,3,020,4,9,,7,3,010,1,020,5,3,061,060,1,060,1,,2,1,5
1936,2280,127978,B 737 G-KN-23-1::IRGC 39203-2,39203,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,2,9,,5,2,010,1,020,5,3,061,060,1,060,2,,2,3,5
1937,2281,128020,CR 157-392-4::IRGC 39247-2,39247,,0,1,2,2,2,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,042,4,9,,5,3,070,1,020,5,3,061,063,1,060,1,,2,3,3
1938,2282,128001,BR 116-3B-53::IRGC 39559-2,39559,,0,2,6,3,4,3,2,,,,010,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,9,,7,3,010,1,020,5,3,061,060,5,060,4,,2,3,5
1939,2283,127810,SI OMPAN LAMA::IRGC 35481-1,35481,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,084,080,3,1,,7,,011,,020,,9,,9,3,010,,080,3,3,080,060,9,060,,,,,5
1940,2284,128121,OR 117-8::IRGC 39680-2,39680,,0,1,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,9,,5,2,010,1,020,5,3,061,060,1,060,3,,2,3,5
1941,2285,127765,RATNAGIRI 45-2::IRGC 39709-1,39709,,1,1,2,2,3,3,1,,,,020,,020,,,,3,,060,061,3,1,,3,,011,3,020,4,9,,5,3,010,1,020,5,3,061,063,1,060,2,,2,3,5
1942,2286,,W 1014-162::IRGC 39871-1,39871,,0,1,2,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,9,,9,2,010,1,020,5,3,061,060,1,060,1,,2,3,5
1943,2287,128151,RP 20-12::IRGC 40031-2,40031,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,4,9,,7,3,010,1,020,4,3,061,060,1,060,3,,2,1,5
1944,2288,132271,7516-14::IRGC 40090-3,40090,,0,1,2,2,2,2,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,5,9,,9,3,010,1,020,5,3,061,063,1,060,1,,2,1,5
1945,2289,132431,RP 1153-20-14::IRGC 40131-2,40131,,0,1,2,2,3,3,2,,,,020,,000,,,,3,,060,061,5,1,,1,,011,3,053,4,7,,9,2,010,1,020,5,3,061,060,1,060,1,,2,1,5
1946,2290,127676,NIAW KHAMIN::IRGC 40222-1,40222,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,060,061,3,2,,5,,011,3,042,4,5,,9,1,010,1,020,4,3,061,060,3,084,3,,2,1,5
1947,2291,132341,IR 4535-PP 23-6-8-1::IRGC 40402-2,40402,,0,1,3,3,3,3,1,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,3,7,,7,3,010,1,020,4,3,061,063,1,060,2,,2,1,5
1948,2292,127441,IR 9560-2-6-3::IRGC 40451-1,40451,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,3,9,,7,3,010,1,020,4,3,061,060,1,060,1,,2,3,5
1949,2293,132340,IR 4500-5-1-1::IRGC 40552-2,40552,,0,1,2,2,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,2,7,,9,3,010,1,020,4,3,061,060,1,060,1,,2,3,5
1950,2294,128166,SIPULUIK ARANG::IRGC 35488-2,35488,,1,2,7,2,3,3,2,,,,080,,080,,,,3,,084,080,5,2,,5,,080,3,080,2,7,,7,1,080,1,080,4,3,080,085,7,084,5,,2,1,5
1951,2296,,SML CAMPONI::IRGC 40642-1,40642,,0,1,2,2,3,3,2,,,,080,,000,,,,3,,080,080,1,1,,1,,080,,020,,1,,3,2,010,,020,4,3,080,085,1,060,,,,,5
1952,2297,128186,TIEN SOM::IRGC 40759-2,40759,,0,1,5,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,060,9,060,,,,,5
1953,2298,127167,ARC 7056::IRGC 40914-1,40914,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,7,,7,3,070,1,020,4,3,061,060,3,060,3,,2,1,5
1954,2299,127941,ARC 12411::IRGC 41047-2,41047,,1,2,7,2,3,3,2,,,,020,,020,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,9,2,010,1,020,4,3,061,060,3,060,5,,2,1,9
1955,2300,127944,ARC 12757::IRGC 41095-2,41095,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,4,9,,9,3,070,1,020,4,3,061,061,1,060,3,,2,1,4
1956,2302,127949,ARC 13515::IRGC 41134-2,41134,,1,1,5,2,3,4,2,,,,020,,052,,,,3,,060,061,3,1,,5,,011,3,091,4,5,,7,3,010,1,070,4,3,061,061,3,060,5,,2,1,4
1957,2303,127950,ARC 13591::IRGC 41177-2,41177,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,7,2,070,1,020,5,3,061,060,5,060,5,,2,1,9
1958,2304,127951,ARC 13785::IRGC 41218-2,41218,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,080,080,3,1,,7,,084,3,052,4,7,,9,2,010,1,040,4,3,080,085,3,060,9,,2,1,5
1959,2305,128179,TAMBA PERAK::IRGC 35534-2,35534,,0,2,7,2,4,2,3,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,9,2,010,1,020,5,3,061,063,5,060,3,,2,3,5
1960,2306,127952,ARC 13888::IRGC 41288-2,41288,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,053,4,9,,7,1,010,1,020,4,3,061,060,2,041,3,,2,1,7
1961,2307,127953,ARC 13919::IRGC 41313-2,41313,,7,2,5,2,4,3,1,,,,080,,080,,,,3,,081,080,3,1,,5,,084,3,091,2,9,,9,2,010,1,080,4,1,080,085,3,084,3,,2,1,7
1962,2308,132241,ARC 13934::IRGC 41325-2,41325,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,5,1,,3,,011,3,054,2,9,,5,3,010,1,020,3,3,061,063,3,060,9,,2,1,3
1963,2309,132242,ARC 14150::IRGC 41435-2,41435,,0,1,5,2,3,3,2,,,,087,,000,,,,3,,060,061,3,1,,5,,011,3,052,2,9,,9,1,070,1,020,4,3,061,060,3,084,2,,2,1,5
1964,2310,127955,ARC 14347::IRGC 41517-2,41517,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,4,9,,7,3,010,1,020,5,3,061,061,1,060,5,,2,1,4
1965,2311,127156,ARC 14975::IRGC 41848-1,41848,,0,1,4,3,3,3,2,,,,070,,000,,,,3,,060,061,3,1,,5,,011,3,054,2,9,,9,2,070,1,020,4,3,061,060,5,060,5,,2,1,5
1966,2312,132319,ARC 15063::IRGC 41909-2,41909,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,7,,5,2,010,1,020,5,3,061,063,5,041,3,,2,3,5
1967,2313,127157,ARC 15129::IRGC 41938-1,41938,,9,1,5,2,3,2,2,,,,020,,020,,,,3,,060,061,3,1,,3,,011,3,054,3,9,,9,3,070,1,020,4,3,061,063,3,060,9,,2,3,5
1968,2314,,ARC 15319::IRGC 42007-1,42007,,0,2,6,2,3,3,2,,,,087,,000,,,,3,,081,080,3,1,,3,,080,3,080,4,7,,7,2,080,1,080,5,3,080,089,5,080,5,,2,3,5
1969,2315,127967,ARC 15455::IRGC 42040-2,42040,,0,1,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,5,3,010,1,020,4,3,061,060,4,041,3,,2,1,5
1970,2316,135735,ARC 15486::IRGC 42055-3,42055,,0,2,5,3,3,3,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,020,2,9,,5,1,010,1,020,4,3,061,060,5,060,2,,2,1,5
1971,2317,131967,ARC 15505::IRGC 42066-1,42066,,0,2,5,2,3,4,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,9,,7,3,010,1,020,5,3,061,060,5,060,5,,2,1,5
1972,2318,132243,ARC 15589::IRGC 42096-2,42096,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,5,,9,3,070,1,020,5,3,061,063,5,060,5,,2,1,5
1973,2319,132320,ARC 15743::IRGC 42127-2,42127,,0,2,7,2,4,3,2,,,,080,,000,,,,3,,060,080,3,1,,3,,011,3,020,4,5,,9,3,010,1,020,5,3,080,060,5,060,3,,2,1,5
1974,2320,135638,ARC 18001::IRGC 42195-2,42195,,1,2,6,2,4,3,2,,,,020,,020,,,,3,,060,061,3,1,,1,,011,3,100,4,9,,7,3,010,1,020,4,3,061,060,4,060,3,,2,1,5
1975,2321,127956,ARC 14358::IRGC 41523-2,41523,,0,2,7,3,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,042,4,7,,9,3,010,1,020,4,3,061,061,3,060,5,,2,1,7
1976,2322,,ARC 18064::IRGC 42237-1,42237,,0,2,7,2,4,3,2,,,,080,,000,,,,3,,080,080,3,1,,5,,084,3,052,4,7,,9,2,010,1,020,4,3,080,060,3,060,3,,2,1,9
1977,2323,135736,ARC 18325::IRGC 42399-3,42399,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,053,2,9,,9,2,010,1,020,4,3,080,061,3,060,4,,2,1,5
1978,2324,127969,ARC 18371::IRGC 42423-2,42423,,0,2,7,2,4,3,2,,,,080,,000,,,,3,,080,080,3,1,,1,,080,3,082,5,9,,5,3,010,1,080,5,3,080,085,5,084,5,,2,3,4
1979,2325,127970,ARC 18434::IRGC 42429-2,42429,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,7,3,010,1,020,3,1,061,060,5,060,5,,2,1,5
1980,2326,127971,ARC 18578::IRGC 42459-2,42459,,1,2,7,2,5,4,2,,,,087,,080,,,,3,,060,061,3,1,,3,,011,3,090,3,9,,7,3,010,1,080,3,3,061,060,3,060,3,,2,3,4
1981,2327,127165,ARC 6579::IRGC 42510-1,42510,,0,1,3,2,3,2,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,3,7,,5,3,010,1,020,3,3,061,063,3,060,2,,2,1,5
1982,2328,127170,ARC 7425::IRGC 42538-1,42538,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,084,061,3,1,,3,,011,3,020,4,9,,9,2,010,1,020,4,3,061,060,5,060,3,,2,1,5
1983,2329,127929,ARC 10120::IRGC 42557-2,42557,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,2,9,,7,3,010,1,020,4,3,061,060,5,060,4,,2,1,5
1984,2330,127934,ARC 10975::IRGC 42611-2,42611,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,042,2,9,,5,3,010,1,020,3,3,061,063,1,060,1,,2,1,3
