Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
98,124,125971,IR 2071-586-5-6-3::IRGC 39291-1,39291,,0,1,2,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,2,9,,3,2,010,1,020,5,3,061,060,1,060,1,,2,3,5
99,125,,KAAKARAN::IRGC 27138-1,27138,,0,2,5,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,3,3,010,,020,4,3,061,060,9,060,,,,,1
100,126,125656,ARC 5840::IRGC 12144-1,12144,,0,1,4,2,3,3,2,,,,010,,000,,,,3,,060,061,1,1,,1,,011,,042,,9,,1,2,010,,020,4,3,061,061,7,060,,,,,1
101,127,125853,NCS 237::IRGC 62202-1,62202,,0,1,4,2,3,3,2,,,,087,,000,,,,3,,084,061,5,1,,5,,011,3,042,2,5,,3,1,010,1,080,3,3,061,085,3,041,6,,2,1,3
102,128,125850,NAZIRA SAIL::IRGC 77284-1,77284,1991WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,7,1,,3,,011,3,020,4,7,,9,3,070,1,020,5,1,061,063,3,041,3,060,2,1,7
103,129,125955,BW 295-5::IRGC 63098-1,63098,1991WS,0,1,2,2,2,3,1,,,020,020,,000,,,,3,,060,061,3,1,,3,,011,3,042,4,7,,7,3,010,1,020,4,1,061,060,1,041,1,060,2,1,5
104,130,125766,HUA LI ZAO::IRGC 80950-1,80950,1995WS,0,2,6,3,3,3,3,,,020,020,,000,,,,3,,060,061,1,1,,5,,011,3,053,4,5,,7,3,070,1,020,4,3,061,060,3,041,3,060,2,3,5
105,133,126294,XITTO::IRGC 6671-1,6671,,0,2,6,2,5,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,070,,,4,5,061,060,9,060,,,,,9
106,134,131916,MAE YEU::IRGC 64509-1,64509,1990WS,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,9,3,010,1,020,4,3,061,060,3,060,5,060,2,1,5
107,135,125701,CHIANAN 8::IRGC 90-1,90,,0,2,3,3,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,3,061,063,1,060,,,,,1
108,136,,RAZZA 77::IRGC 3130-1,3130,,0,2,3,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
109,137,125808,KOPANCSI KEREK::IRGC 9305-1,9305,,0,1,2,2,2,2,2,,,,080,,000,,,,3,,060,061,1,1,,5,,011,3,020,5,7,,7,2,070,,020,4,3,061,063,1,060,3,,2,1,1
110,138,117543,OS 4::IRGC 11335-1,11335,,0,2,5,2,3,3,2,,,,010,,000,,,,1,,060,060,1,1,,3,,011,,020,,9,,9,1,010,,,4,3,061,063,7,060,,,,,1
111,139,126068,KETAN DONGGO::IRGC 54201-1,54201,,9,2,5,2,3,3,2,,,,080,,080,,,,3,,060,061,5,2,,7,,011,3,020,5,7,,9,1,010,1,020,4,3,061,063,3,080,2,,2,1,5
112,140,127051,INITLOG DALAG::IRGC 67436-1,67436,,0,2,4,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,7,,011,3,042,3,7,,7,1,010,2,080,4,3,061,060,1,041,5,,2,1,5
113,141,117474,GERDEH::IRGC 32301-1,32301,,7,1,3,2,2,3,2,,,,020,,020,,,,3,,060,061,1,1,,5,,011,3,020,4,3,,7,1,010,1,020,4,3,061,060,1,060,5,,2,1,5
114,142,126188,BLICCA::IRGC 47151-1,47151,,9,2,4,1,3,3,2,,,,080,,100,,,,2,,060,061,1,1,,3,,011,3,020,2,9,,7,1,070,1,020,4,3,061,063,3,084,5,,2,1,5
115,143,126074,NEP NGAU::IRGC 78369-1,78369,1991WS,0,2,4,2,3,3,2,,,052,020,,000,,,,3,,060,061,1,2,,5,,011,3,020,1,7,,9,3,010,1,020,5,1,061,063,1,041,2,060,2,1,6
116,144,125630,571::IRGC 48493-1,48493,,0,2,4,2,4,4,1,,,,070,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,5,2,010,1,020,4,3,061,060,5,060,5,,2,,5
117,145,125930,TSCHINANANGKA::IRGC 64935-1,64935,,0,1,4,2,3,3,2,,,,071,,000,,,,3,,060,061,3,1,,5,,011,3,090,3,3,,7,2,010,1,080,4,3,061,063,5,041,5,,2,1,6
118,146,125915,TAKAO MOCHI::IRGC 2564-1,2564,,0,1,3,2,2,2,1,,,,010,,000,,,,3,,060,060,1,2,,5,,011,,020,,9,,9,1,010,,,4,5,061,063,1,060,,,,,1
119,147,126268,RIMBUN::IRGC 43741-1,43741,,0,2,7,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,9,1,010,1,080,4,3,061,060,3,060,5,,2,1,5
120,149,117497,JC 149::IRGC 9070-1,9070,,0,2,5,2,4,4,1,,,,070,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,080,4,3,061,060,1,060,,,,,9
121,150,125644,ARC 12536::IRGC 41068-1,41068,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,3,7,,7,3,055,1,020,3,3,061,060,3,060,3,,2,1,7
122,151,125806,KOIYA DIGHA::IRGC 63517-1,63517,,1,1,5,2,3,3,2,,,,087,,080,,,,3,,084,080,7,1,,5,,011,3,090,3,5,,5,3,070,1,080,4,3,080,063,9,084,3,,2,1,
123,152,125903,SML ACORNI::IRGC 13389-1,13389,,0,1,3,1,3,3,1,,,,080,,000,,,,1,,084,060,1,1,,1,,011,,042,,9,,9,2,010,,020,4,3,061,085,1,060,,,,,1
124,153,127067,TSIVIMBININA::IRGC 69890-1,69890,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,5,3,,9,1,010,1,020,5,3,061,063,1,060,3,,2,1,5
125,154,126284,TIMMURAY::IRGC 67857-1,67857,,0,2,7,2,3,4,2,,,,087,,000,,,,3,,060,061,5,1,,5,,011,3,100,4,7,,9,2,010,1,080,5,3,061,061,5,041,9,,2,1,6
126,155,,TK DEEP STRAW 34-786::IRGC 38522-1,38522,,0,1,6,2,3,3,2,,,,080,,000,,,,3,,060,061,1,1,,5,,011,3,042,5,9,,9,3,010,1,040,5,3,061,060,3,060,2,,2,3,5
127,156,135548,TK RED 35-799::IRGC 38535-1,38535,,0,1,7,2,4,3,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,052,5,7,,9,2,010,1,020,5,3,061,060,3,041,2,,2,3,5
128,157,126046,BASMATI 1::IRGC 27798-1,27798,,1,1,5,2,4,3,2,,,,080,,040,,,,3,,060,060,1,1,,3,,011,,020,,9,,9,2,010,,020,4,5,061,060,7,060,,,,,5
129,158,126177,ARC 7229::IRGC 12331-1,12331,,1,1,4,2,3,3,2,,,,080,,080,,,,3,,060,060,3,1,,3,,011,,020,,9,,3,2,010,,080,4,3,061,060,9,060,,,,,1
130,159,131948,RADIN PAHANG::IRGC 14487-1,14487,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,2,9,,9,3,010,1,020,4,3,061,060,3,060,1,,2,1,5
131,160,126251,NCS 840::IRGC 62530-1,62530,,1,1,4,2,3,3,2,,,,080,,020,,,,3,,080,061,3,1,,3,,084,3,100,2,3,,7,2,070,1,020,3,3,061,060,3,084,4,,2,1,5
132,161,,KURKARUPPAN::IRGC 15449-1,15449,,5,2,5,2,4,3,2,,,,080,,020,,,,3,,060,060,7,1,,1,,011,,100,,9,,1,1,070,,,3,3,061,061,9,060,,,,,5
133,178,121599,BAT DO::IRGC 7014-1,7014,,0,2,5,2,3,3,2,,,,010,,000,,,,3,,060,060,7,1,,1,,011,,020,,1,,9,2,070,,,3,5,061,060,7,060,,,,,9
134,179,126008,SURMATIYA::IRGC 74779-1,74779,1994WS,0,2,5,2,3,3,2,,,087,080,,000,,,,3,,080,080,3,1,,1,,080,3,020,4,7,,7,3,010,1,080,4,3,080,085,1,041,1,060,2,5,5
135,180,126047,BEUREUM MEULIT::IRGC 35563-1,35563,,0,2,5,2,4,4,2,,,,010,,000,,,,3,,084,060,3,1,,7,,011,,020,,9,,9,2,070,,020,4,3,061,060,9,060,,,,,5
136,181,128535,LATA MONA::IRGC 49333-1,49333,1990WS,0,2,6,2,3,3,3,,,,080,,000,,,,3,,084,080,5,1,,5,,011,3,053,4,1,,9,3,010,2,020,4,1,080,060,5,041,6,080,2,1,5
137,182,126071,MENTIK TJERE BELUT::IRGC 18254-1,18254,,0,2,6,2,4,3,2,,,,010,,000,,,,3,,060,060,7,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,060,9,060,,,,,1
138,183,126123,SAN CHIAO TSWEN::IRGC 1565-1,1565,,0,1,4,3,3,3,1,,,,010,,000,,,,3,,060,060,1,2,,3,,011,,020,,9,,9,2,010,,,4,3,061,061,1,060,,,,,5
139,184,,ARC 13252::IRGC 22604-1,22604,,0,2,6,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,3,070,,020,4,3,061,060,7,060,,,,,5
140,185,125970,IR 2003-P7-7-4-2::IRGC 32671-1,32671,,0,1,3,2,2,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,3,2,010,,020,4,3,061,063,1,060,,,,,5
141,186,125609,FEI GAI 122::IRGC 63599-1,63599,1991WS,0,2,2,2,3,2,1,,,020,020,,000,,,,3,,060,061,5,1,,3,,011,3,053,5,5,,5,1,010,2,020,5,1,061,063,3,041,1,060,2,1,7
142,187,126115,CHANG LE SAN SHU ZAO::IRGC 63561-1,63561,,0,1,1,2,2,2,2,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,3,,5,3,010,1,020,4,3,061,060,1,041,1,,2,1,3
143,188,125627,UPRH 233::IRGC 61667-1,61667,,0,1,4,2,3,2,3,,,,020,,000,,,,3,,060,060,1,1,,5,,011,3,020,4,9,,7,3,010,1,020,4,1,061,060,3,060,3,,2,1,5
144,189,126215,IRRIBINI::IRGC 49094-1,49094,1992WS,0,2,5,2,2,3,2,,,020,052,,000,,,,3,,060,061,3,1,,1,,011,3,042,4,7,,7,3,010,1,020,4,3,061,063,1,041,2,060,2,1,5
145,190,126041,498-2A BR 8::IRGC 5891-1,5891,,0,2,6,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,3,5,061,060,1,060,,,,,9
146,191,126043,ARC 18597::IRGC 43299-1,43299,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,7,,9,3,070,1,020,3,3,061,060,3,060,5,,2,3,5
147,192,125618,LAI YIP ZIM::IRGC 4955-1,4955,,0,2,5,2,3,3,1,,,,080,,000,,,,3,,080,080,3,1,,1,,011,,020,,1,,9,2,010,,,3,5,080,060,1,060,,,,,9
148,193,131928,ARC 18175::IRGC 42316-1,42316,,0,1,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,9,,9,1,010,1,020,4,3,061,060,3,060,3,,2,1,7
149,194,126258,PAH WEAN::IRGC 78276-1,78276,1991WS,0,2,4,2,3,3,2,,,020,052,,000,,,,3,,060,061,7,2,,3,,011,3,053,4,3,,9,3,010,1,020,3,3,061,060,7,041,7,060,2,1,7
150,195,117536,NAM SA GUI 19::IRGC 11462-1,11462,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,060,080,3,1,,3,,011,3,020,3,7,,7,3,010,1,020,4,3,080,060,3,060,4,,2,1,5
151,196,126261,PUILLIPINA KATARI::IRGC 77293-1,77293,1991WS,1,2,6,2,2,3,2,,,020,020,,020,,,,3,,060,061,7,1,,5,,011,3,042,2,5,,9,3,010,1,020,4,1,061,060,5,041,3,060,2,1,7
152,197,126196,DAA MANSA::IRGC 67559-1,67559,,1,2,3,3,3,3,1,,,,010,,020,,,,3,,060,061,1,1,,1,,011,3,020,3,7,,3,2,010,1,020,4,3,061,063,1,060,1,,2,1,3
153,198,135539,NG KARAN DE::IRGC 43489-1,43489,,0,2,6,2,4,4,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,2,5,,9,3,010,1,020,3,3,061,060,3,060,1,,2,1,5
154,199,125615,KEERIPALA CHILL PADDY::IRGC 49790-1,49790,1992WS,1,1,4,2,2,3,2,,,020,020,,020,,,,3,,060,061,1,1,,1,,011,3,020,4,5,,7,3,070,1,020,5,3,061,063,3,041,3,060,2,1,5
155,200,127033,ARC 11901::IRGC 21727-1,21727,,0,2,7,2,4,3,2,,,,010,,000,,,,3,,060,060,7,1,,3,,011,,054,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,5
156,202,126042,ARC 12884::IRGC 22417-1,22417,,0,2,7,2,5,3,2,,,,080,,000,,,,3,,084,080,3,2,,3,,011,,020,,9,,9,2,010,,020,3,3,080,060,9,060,,,,,5
157,203,126264,RAJHUSAI (ACR 12)::IRGC 53630-1,53630,,0,1,6,3,4,3,1,,,,020,,000,,,,3,,060,060,3,1,,3,,011,3,020,4,9,,9,3,010,1,020,4,1,061,063,1,060,2,,2,1,9
158,204,131939,IR 5494 (BPH 1)::IRGC 24484-1,24484,,0,1,3,3,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,5
159,205,126174,ARC 11663::IRGC 42695-1,42695,,0,1,2,3,3,3,1,,,,020,,000,,,,3,,060,061,1,1,,1,,011,3,020,2,7,,7,3,010,1,020,4,3,061,063,1,060,1,,2,1,5
160,206,125608,DUDRE::IRGC 52523-1,52523,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,5,,011,3,053,2,5,,7,3,070,1,020,4,1,061,060,3,041,5,,2,1,5
161,207,,PATMADHAI 1::IRGC 77292-1,77292,1991WS,1,2,4,2,3,3,2,,,052,087,,070,,,,3,,081,080,7,1,,1,,011,3,020,4,7,,9,3,050,1,080,5,1,080,085,3,041,1,060,2,1,5
162,208,126122,PAI YI PING::IRGC 1368-1,1368,,0,1,2,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
163,209,125621,PERUNEL::IRGC 63113-1,63113,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,020,4,7,,9,3,070,1,020,4,3,061,060,3,041,3,,2,1,3
164,210,,YA THAY SAN::IRGC 58245-1,58245,,1,1,7,2,4,3,,,,,020,,020,,,,3,,060,061,3,1,,5,,011,3,020,4,3,,9,3,010,1,020,4,3,061,060,5,060,5,,2,1,5
165,211,125965,HAWM KRUA::IRGC 64333-1,64333,,0,2,6,2,3,3,2,,,,080,,000,,,,3,,060,080,3,1,,5,,011,3,020,4,7,,7,3,010,1,020,4,1,080,063,3,060,3,,2,1,5
166,212,126216,JAO LEUANG::IRGC 65866-1,65866,1990WS,0,2,6,3,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,042,4,9,,9,1,010,1,020,3,3,061,060,3,060,5,060,2,1,5
167,213,125628,YEBAWYIN::IRGC 33885-1,33885,,0,2,5,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,054,,9,,3,2,010,,020,4,3,061,060,7,060,,,,,5
168,214,,ROPA::IRGC 74774-1,74774,1989WS,1,2,5,2,3,3,2,,,,020,,020,,,,3,,060,061,7,1,,3,,011,3,020,4,5,,5,3,010,1,020,4,3,061,063,9,041,7,060,2,1,5
169,215,126184,BAZAIL::IRGC 27526-1,27526,,0,1,6,2,4,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,011,,020,,1,,9,3,010,,020,4,3,080,085,9,060,,,,,1
170,216,126119,NIBARI::IRGC 67742-1,67742,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,5,,9,1,010,1,020,4,3,061,060,3,041,5,,2,1,5
171,217,126092,WP 36::IRGC 55278-1,55278,,7,1,3,3,3,3,1,,,,020,,020,,,,3,,060,060,1,1,,1,,011,3,020,2,7,,5,2,010,1,020,5,3,061,063,1,060,1,,2,1,1
172,218,126270,SADAJIRA 19-287::IRGC 38320-1,38320,,0,2,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,9,3,010,,020,5,3,061,063,5,060,3,,2,1,5
173,219,126266,REMOL::IRGC 18624-1,18624,,0,2,7,2,4,4,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
174,220,126011,TYPE 50::IRGC 74782-1,74782,1989WS,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,2,3,,9,3,051,1,020,4,3,061,063,3,041,7,060,2,1,7
175,221,126000,NIRGUNI::IRGC 61127-1,61127,,0,1,5,2,3,3,2,,,,020,,000,,,,3,,060,061,1,1,,5,,011,3,020,2,5,,9,2,010,1,020,4,3,061,060,3,041,2,,2,1,3
176,222,126170,105::IRGC 40896-1,40896,,0,2,6,2,4,3,2,,,,020,,000,,,,2,,060,060,3,1,,5,,011,3,020,2,3,,7,1,070,1,020,4,3,061,060,3,041,4,,2,1,5
177,223,125607,DUDH KADAR::IRGC 67707-1,67707,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,7,1,010,1,020,3,3,061,060,3,041,5,,2,1,5
178,224,126160,RELLY::IRGC 14623-1,14623,,0,2,6,2,4,4,1,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
179,225,,STRAW 23-400::IRGC 38390-1,38390,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,9,,7,2,070,1,020,4,3,061,060,7,060,2,,2,1,5
180,226,125648,ARC 14060::IRGC 41374-1,41374,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,7,,011,3,042,2,7,,9,3,010,1,020,4,3,061,061,3,060,5,,2,1,9
181,227,125668,BAIANG 6::IRGC 6129-1,6129,,0,2,5,3,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,5,061,060,9,060,,,,,9
182,228,125657,ASHMBER::IRGC 27522-1,27522,,0,1,7,3,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,3,070,,020,4,3,061,060,9,060,,,,,9
183,229,125696,CHAKOL::IRGC 77226-1,77226,1991WS,0,2,6,2,3,3,2,,,020,020,,000,,,,2,,060,061,5,1,,3,,011,3,042,4,5,,9,3,010,1,020,5,1,061,060,3,041,5,060,2,1,8
184,230,125738,E ZI 96::IRGC 70188-1,70188,,0,1,2,2,2,2,2,,,,080,,000,,,,3,,081,080,1,1,,3,,084,3,053,5,5,,7,2,010,1,020,5,3,080,085,1,041,1,,2,1,3
185,231,117550,PAGAIYAHAN::IRGC 8267-1,8267,,0,2,5,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,3,061,063,1,060,,,,,5
186,232,125829,LU MAO ZHAN::IRGC 68159-1,68159,,0,2,5,3,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,9,2,010,1,020,4,3,061,060,1,060,5,,2,1,5
187,233,126156,LEUANG DAM::IRGC 78267-1,78267,1991WS,0,2,6,2,3,3,2,,,020,052,,000,,,,2,,060,061,7,1,,3,,011,3,054,2,3,,7,3,010,1,020,4,1,061,063,7,041,3,060,2,1,7
188,234,125650,ARC 14654::IRGC 41663-1,41663,,0,1,6,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,053,2,9,,7,3,010,1,020,5,3,061,060,1,060,3,,2,3,7
189,235,125740,FAYA MOSHI::IRGC 69653-1,69653,1994WS,1,2,7,3,4,4,2,,,020,020,,020,,,,3,,060,061,3,1,,5,,011,3,054,4,7,,7,3,010,1,020,4,3,061,060,3,041,5,060,2,5,5
190,236,125731,E 2040::IRGC 67968-1,67968,,0,1,2,2,2,2,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,7,,5,2,010,1,020,5,3,061,063,1,060,1,,2,1,5
191,237,125869,PATALASAFED SUNGHAWADO::IRGC 61133-1,61133,1992WS,9,2,5,2,4,3,2,,,020,020,,020,,,,3,,060,061,3,1,,3,,011,3,042,4,7,,9,3,010,1,020,4,3,061,063,1,041,3,060,2,1,5
192,239,125815,KUTTA::IRGC 52184-1,52184,,0,1,4,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,3,,011,3,020,2,5,,9,2,070,1,020,4,3,061,061,3,041,3,,2,1,5
193,240,125813,KURULUTUDU::IRGC 36304-1,36304,,0,1,4,2,3,3,3,,,,010,,000,,,,3,,084,060,3,1,,3,,011,,020,,9,,9,3,070,,020,4,3,061,063,9,060,,,,,5
194,241,125844,MUKKALA BAZAL::IRGC 77279-1,77279,1991WS,0,1,3,2,3,3,2,,,052,080,,000,,,,3,,080,080,5,1,,5,,084,3,042,4,5,,9,3,010,2,020,5,1,080,085,3,041,2,060,2,1,7
195,242,126079,PATISAIL::IRGC 37562-1,37562,,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,060,1,1,,3,,011,3,042,4,9,,1,2,010,1,020,4,3,061,060,3,060,1,,2,1,5
196,243,127034,ARC 18061::IRGC 47650-1,47650,1990WS,0,2,4,2,3,3,3,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,053,1,5,,5,3,010,1,020,5,1,061,060,3,041,4,060,2,1,7
197,244,125744,FU ZAO XIAN::IRGC 63619-1,63619,,0,1,2,2,2,2,2,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,020,4,9,,3,3,010,1,020,4,3,061,060,1,041,1,,2,1,3
198,245,125641,ARC 11524::IRGC 42672-1,42672,,0,2,5,2,4,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,020,4,7,,5,2,010,1,020,5,3,061,060,5,060,3,,2,3,5
199,246,126974,BUCAYAB::IRGC 44357-1,44357,,9,2,6,2,4,3,2,,,,020,,020,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,9,1,010,1,020,4,3,061,060,3,041,6,,2,1,5
200,247,125882,RADEN KARAMUNTING::IRGC 20098-1,20098,,0,2,5,2,3,3,1,,,,080,,000,,,,3,,060,060,7,1,,5,,011,,054,,9,,9,3,010,,020,4,3,061,060,7,060,,,,,5
201,248,125670,BAM 9::IRGC 6179-1,6179,,0,2,6,3,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,020,,1,,9,2,010,,,4,3,061,060,9,060,,,,,5
202,249,125645,ARC 12576::IRGC 22163-1,22163,,0,2,7,2,4,3,3,,,,010,,000,,,,3,,060,060,7,1,,5,,011,,053,,9,,3,3,010,,020,4,5,061,060,9,060,,,,,5
203,250,125792,KALU ILANKALAYAN::IRGC 36270-1,36270,,0,2,4,2,2,3,2,,,,080,,000,,,,3,,060,060,3,1,,7,,011,,054,,9,,3,3,070,,080,4,3,061,060,9,060,,,,,5
204,251,126132,E DAW HAWM::IRGC 47938-1,47938,,0,2,6,3,4,3,1,,,,020,,000,,,,3,,060,061,1,1,,3,,011,3,053,2,9,,9,3,010,1,020,4,3,061,060,1,060,9,,2,1,5
205,252,125655,ARC 18112::IRGC 42274-1,42274,,0,2,5,2,4,3,2,,,,080,,000,,,,3,,060,080,3,1,,7,,011,3,020,4,7,,7,2,070,1,020,5,3,080,060,5,060,3,,2,3,5
206,253,126153,KHAO' HAWM::IRGC 78257-1,78257,1991WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,7,1,,3,,011,3,020,4,5,,7,3,010,1,020,5,1,061,060,7,041,7,060,2,1,7
207,254,125637,ARC 10754::IRGC 12603-1,12603,,0,1,4,3,3,3,2,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,020,,,,1,3,070,,020,3,3,061,063,7,060,,,,,1
208,255,125672,BANIKAT::IRGC 67720-1,67720,1989WS,0,2,6,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,3,,011,3,042,4,3,,5,3,010,1,020,4,3,061,060,5,041,4,060,2,1,2
209,256,125649,ARC 14064::IRGC 41377-1,41377,,1,2,6,2,4,3,2,,,,020,,020,,,,2,,060,060,3,1,,5,,011,3,020,2,3,,9,1,010,2,020,2,3,061,060,5,041,4,,2,1,3
210,258,126985,LONG KHI KRAI::IRGC 64490-1,64490,1992WS,0,2,6,2,4,3,2,,,052,052,,000,,,,3,,060,061,5,2,,3,,011,3,054,4,5,,7,3,010,1,020,3,3,061,063,3,041,4,060,2,1,5
211,259,126988,PING SHAN TA TSWEN KU::IRGC 1563-1,1563,,0,2,6,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
212,260,126152,KAM PAI::IRGC 78245-1,78245,1991WS,0,2,6,2,3,3,2,,,020,020,,000,,,,3,,060,061,7,2,,3,,011,3,053,4,3,,7,3,010,1,020,3,3,061,060,7,041,7,060,2,1,7
213,261,126983,LEUANG CHAIYAPHUM::IRGC 78266-1,78266,1991WS,0,2,4,2,3,3,2,,,020,052,,000,,,,3,,060,061,7,1,,5,,011,3,042,2,5,,7,3,010,1,020,5,3,061,061,3,041,3,060,2,1,6
214,262,125715,CR 60-10::IRGC 15777-1,15777,,0,1,2,2,2,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,3,2,010,,020,4,3,061,063,1,060,,,,,1
215,263,125800,KHAO GRADOOK CHAHNG::IRGC 17111-1,17111,,0,1,3,1,2,2,1,,,,070,,000,,,,3,,060,061,1,1,,1,,011,3,020,4,3,,7,3,010,1,020,4,3,061,060,1,041,1,,2,1,3
216,264,125865,PAI CHUEH CHIU LIU::IRGC 34259-1,34259,,0,1,3,2,3,3,2,,,,020,,000,,,,3,,060,061,3,1,,1,,011,3,020,2,7,,3,3,010,1,020,5,3,061,063,1,060,4,,2,1,5
217,265,125659,AUS 177::IRGC 29009-1,29009,,0,2,4,3,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,,,011,,020,,9,,9,3,010,,020,4,3,061,060,7,060,,,,,5
218,266,125681,BHOJON KOLPO::IRGC 31727-1,31727,,0,2,4,2,2,3,2,,,,080,,000,,,,3,,060,080,3,1,,5,,011,,020,,9,,9,2,070,,020,4,3,080,060,9,060,,,,,5
219,267,126154,KONTOL 86::IRGC 14281-1,14281,,0,2,6,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,7,,011,3,020,2,5,,7,2,010,1,020,4,3,061,060,7,060,3,,2,1,5
